ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,member_casual,hour,day,Week,duration,week_by_year,PRCP,SNOW,TAVG,extreme_weather,event_Basketball,event_Comedy,event_Concert,event_Fair,event_Hockey
F6F45AB9D972E737,classic_bike,2024-03-04 19:15:00,2024-03-04 19:15:33,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,19,1,1,0.55,10,0.0,0.0,46,1,0,0,0,0,0
A0360A65E19FFDD0,electric_bike,2024-03-05 10:13:20,2024-03-05 10:24:41,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.358322501,-71.09322083,42.3581,-71.093198,member,10,2,1,11.35,10,0.16,0.0,40,1,0,0,0,0,0
27EB75DCE4A297AE,classic_bike,2024-03-06 14:29:51,2024-03-06 14:30:08,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,14,3,1,0.28,10,0.37,0.0,44,1,0,0,0,0,0
1C47267A548A25FF,classic_bike,2024-03-30 10:46:20,2024-03-30 10:47:24,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,10,6,5,1.07,13,0.0,0.0,46,0,1,0,0,0,0
F14C71BD169A492C,classic_bike,2024-03-07 16:50:28,2024-03-07 16:50:37,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,16,4,1,0.15,10,1.07,0.0,43,1,0,0,0,0,0
7F7E6B2A67FF81DF,electric_bike,2024-03-16 22:47:17,2024-03-16 22:47:55,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.358446598,-71.093040109,42.3581,-71.093198,member,22,6,3,0.63,11,0.0,0.0,44,0,0,0,0,0,0
B17B77ACADB7526E,classic_bike,2024-03-23 14:04:59,2024-03-23 14:21:06,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,14,6,4,16.12,12,2.28,0.0,38,1,0,0,0,0,0
747080935721C840,classic_bike,2024-03-10 21:39:19,2024-03-10 21:39:26,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,21,7,2,0.12,10,0.92,0.0,45,1,0,0,0,0,0
6D2BFD11D4E1F193,electric_bike,2024-03-03 15:17:52,2024-03-03 15:17:54,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.358301401,-71.093056917,42.3581,-71.093198,member,15,7,1,0.03,9,0.32,0.0,48,1,0,0,0,0,0
961F90D1226730CB,classic_bike,2024-03-17 12:48:08,2024-03-17 12:48:48,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,12,7,3,0.67,11,0.02,0.0,48,1,0,0,0,0,0
9E35A714AA9AF1A2,classic_bike,2024-03-13 20:58:28,2024-03-13 20:58:41,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,20,3,2,0.22,11,0.0,0.0,44,0,0,0,0,0,0
688C2C0C3A077636,classic_bike,2024-03-10 17:13:21,2024-03-10 17:15:10,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,17,7,2,1.82,10,0.92,0.0,45,1,0,0,0,0,0
C8ED1C551D5DB838,classic_bike,2024-03-06 17:45:30,2024-03-06 17:48:00,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,17,3,1,2.5,10,0.37,0.0,44,1,0,0,0,0,0
DE86CA04B35B3DC2,classic_bike,2024-03-10 17:06:07,2024-03-10 17:15:14,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,17,7,2,9.12,10,0.92,0.0,45,1,0,0,0,0,0
316CE17FD0AAABA9,classic_bike,2024-03-07 19:11:28,2024-03-07 19:12:04,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,19,4,1,0.6,10,1.07,0.0,43,1,0,0,0,0,0
92FFB50A266BB774,classic_bike,2024-03-03 18:03:56,2024-03-03 18:04:19,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,18,7,1,0.38,9,0.32,0.0,48,1,0,0,0,0,0
65D709A2CDE10BB6,classic_bike,2024-03-08 13:50:36,2024-03-08 13:50:40,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,13,5,2,0.07,10,0.0,0.0,40,0,0,0,0,0,0
D5B0EB2A173870EE,electric_bike,2024-03-06 10:14:11,2024-03-06 10:14:51,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.358248711,-71.093112826,42.3581,-71.093198,member,10,3,1,0.67,10,0.37,0.0,44,1,0,0,0,0,0
E1C4E10DDC45810E,electric_bike,2024-03-31 19:05:25,2024-03-31 19:12:19,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.358289599,-71.093223095,42.3581,-71.093198,member,19,7,5,6.9,13,0.0,0.0,49,0,0,0,0,0,0
49D60596DAAC1DDF,classic_bike,2024-03-09 11:06:08,2024-03-09 11:09:34,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,11,6,2,3.43,10,0.19,0.0,37,1,0,0,0,0,0
7D295E4AD843A3B4,classic_bike,2024-03-12 14:12:54,2024-03-12 14:14:52,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,14,2,2,1.97,11,0.0,0.0,44,0,0,0,0,1,0
66EDEE98FB8B3DC0,classic_bike,2024-03-30 18:20:03,2024-03-30 18:31:14,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,18,6,5,11.18,13,0.0,0.0,46,0,1,0,0,0,0
294F55F4AC250BA8,classic_bike,2024-03-30 19:31:21,2024-03-30 19:36:25,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,19,6,5,5.07,13,0.0,0.0,46,0,1,0,0,0,0
16BC2CC70081E66C,classic_bike,2024-03-23 10:01:18,2024-03-23 10:01:28,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,10,6,4,0.17,12,2.28,0.0,38,1,0,0,0,0,0
973BD04A9B450687,classic_bike,2024-03-25 13:39:07,2024-03-25 13:54:18,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,13,1,4,15.18,13,0.0,0.0,37,0,0,0,0,0,0
3202F44BFA0BCA19,classic_bike,2024-03-27 11:21:15,2024-03-27 11:33:50,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,11,3,4,12.58,13,0.08,0.0,42,1,0,0,0,0,0
9E7A60BE7E857CAA,classic_bike,2024-03-13 12:21:37,2024-03-13 12:30:40,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,12,3,2,9.05,11,0.0,0.0,44,0,0,0,0,0,0
D6CDA1E7E54CA6B7,classic_bike,2024-03-30 17:50:33,2024-03-30 17:58:11,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,17,6,5,7.63,13,0.0,0.0,46,0,1,0,0,0,0
E99086629F39950B,classic_bike,2024-03-30 18:11:11,2024-03-30 19:48:12,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,18,6,5,97.02,13,0.0,0.0,46,0,1,0,0,0,0
E47A8CCC02B0C146,classic_bike,2024-03-30 17:50:53,2024-03-30 18:01:20,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,17,6,5,10.45,13,0.0,0.0,46,0,1,0,0,0,0
C3C240D1890B038D,classic_bike,2024-03-08 13:23:57,2024-03-08 13:59:16,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,13,5,2,35.32,10,0.0,0.0,40,0,0,0,0,0,0
BDDBA79F46AC74E2,classic_bike,2024-03-08 13:31:52,2024-03-08 13:44:39,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,13,5,2,12.78,10,0.0,0.0,40,0,0,0,0,0,0
E410DEA9E37BEFEF,classic_bike,2024-03-14 17:17:50,2024-03-14 17:18:09,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,17,4,2,0.32,11,0.0,0.0,43,0,0,0,0,0,0
9C781FB50C18480D,classic_bike,2024-03-01 17:05:42,2024-03-01 17:05:50,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,member,17,5,1,0.13,9,0.0,0.0,30,0,0,0,0,0,0
9919E1B81BC55EB2,classic_bike,2024-03-08 13:04:17,2024-03-08 14:15:09,MIT at Mass Ave / Amherst St,MIT at Mass Ave / Amherst St,42.3581,-71.093198,42.3581,-71.093198,casual,13,5,2,70.87,10,0.0,0.0,40,0,0,0,0,0,0
